customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,streaming_tv,streaming_movies,num_services,customer_service_calls,late_payments,data_usage_gb,contract_value,satisfaction_score,region,churn
CUST_009628,60,8,64.66,517.28,One Year,Credit Card,Fiber Optic,Yes,No,No,Yes,2,1,0,35.3,775.92,3.0,North,0
CUST_009629,67,26,25.33,658.58,Month-to-Month,Credit Card,DSL,Yes,No,No,No,1,1,1,35.0,151.98,5.0,West,1
CUST_009630,51,12,107.95,1295.4,Two Year,Mailed Check,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,2590.8,,West,0
CUST_009631,68,42,41.19,1729.98,One Year,Mailed Check,DSL,No,Yes,Yes,Yes,3,3,0,134.7,494.28,4.0,South,0
CUST_009632,67,12,47.23,566.76,One Year,Credit Card,Fiber Optic,No,No,Yes,No,1,5,1,41.0,566.76,3.0,West,0
CUST_009633,44,29,59.32,1720.28,One Year,Electronic Check,No,No internet service,No internet service,No internet service,No internet service,0,3,0,0.0,711.84,4.0,West,0
CUST_009634,71,11,68.01,748.11,One Year,Credit Card,Fiber Optic,Yes,Yes,No,Yes,3,2,1,12.0,816.12,1.0,West,0
CUST_009635,21,4,61.47,245.88,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,Yes,1,3,0,25.4,368.82,5.0,South,0
CUST_009636,50,6,58.06,348.36,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,Yes,2,2,1,77.9,348.36,3.0,West,0
CUST_009637,69,44,55.52,2442.88,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,No,1,2,0,62.8,333.12,3.0,North,0
CUST_009638,49,45,71.14,3201.3,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,No,No,1,4,0,28.4,426.84,2.0,West,0
CUST_009639,37,3,54.6,163.8,Two Year,Electronic Check,Fiber Optic,No,No,No,No,0,0,1,7.5,1310.4,3.0,South,1
CUST_009640,43,29,57.41,1664.89,Month-to-Month,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,0,0,0.0,344.46,5.0,West,0
CUST_009641,31,7,64.03,448.21 ,One Year,Credit Card,Fiber Optic,No,No,No,No,0,2,0,87.7,768.36,5.0,East,1
CUST_009642,69,68,31.46,2139.28,One Year,Mailed Check,DSL,Yes,No,Yes,Yes,3,1,0,8.6,377.52,1.0,West,1
CUST_009643,64,35,84.85,2969.75,Month-to-Month,Mailed Check,DSL,No,Yes,No,No,1,3,0,8.1,509.1,5.0,East,0
CUST_009644,55,15,71.7,1075.5,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No,No,1,3,0,10.5,430.2,5.0,West,0
CUST_009645,49,18,33.94,610.92,One Year,Electronic Check,No,No internet service,No internet service,No internet service,No internet service,0,1,1,0.0,407.28,2.0,West,1
CUST_009646,59,20,74.38,1487.6,Month-to-Month,Mailed Check,DSL,Yes,Yes,No,No,2,2,0,67.4,446.28,5.0,West,0
CUST_009647,36,22,53.14,1169.08,One Year,Mailed Check,Fiber Optic,Yes,No,Yes,No,2,7,1,33.4,637.68,2.0,West,0
CUST_009648,62,30,72.76,2182.8,Two Year,Electronic Check,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,1746.24,5.0,North,0
CUST_009649,24,23,64.76,1489.48,Month-to-Month,Mailed Check,DSL,Yes,No,Yes,No,2,1,0,51.7,388.56,2.0,West,0
CUST_009650,24,6,86.93,521.58,Month-to-Month,Credit Card,Fiber Optic,No,No,Yes,No,1,0,1,35.4,521.58,4.0,East,0
CUST_009651,25,11,74.95,824.45,Month-to-Month,Electronic Check,DSL,No,No,Yes,Yes,2,4,0,20.3,449.7,1.0,North,1
CUST_009652,59,16,48.39,774.24,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No,Yes,2,3,1,27.1,290.34,,South,1
CUST_009653,45,25,20.0,500.0,Month-to-Month,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,2,0,0.0,120.0,4.0,West,1
CUST_009654,47,6,39.04,234.24,Month-to-Month,Bank Transfer,Fiber Optic,No,No,Yes,Yes,2,1,1,61.7,234.24,3.0,North,1
CUST_009655,56,72,71.36,5137.92,One Year,Credit Card,Fiber Optic,No,No,Yes,Yes,2,0,0,136.4,856.32,2.0,West,0
CUST_009656,44,20,56.46,1129.2,One Year,Credit Card,DSL,No,No,Yes,Yes,2,4,0,105.6,677.52,,East,1
CUST_009657,71,36,44.94,1617.84,One Year,Electronic Check,Fiber Optic,No,No,Yes,Yes,2,3,0,19.8,539.28,5.0,South,0
CUST_009658,71,55,62.13,3417.15,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,Yes,No,3,1,0,15.3,372.78,3.0,East,1
CUST_009659,72,72,64.83,4667.76,Month-to-Month,Credit Card,DSL,No,Yes,Yes,Yes,3,0,0,41.7,388.98,,West,0
CUST_009660,27,39,74.97,2923.83,Two Year,Mailed Check,Fiber Optic,Yes,No,No,No,1,1,0,43.5,1799.28,1.0,South,0
CUST_009661,36,50,69.79,3489.5,Two Year,Credit Card,DSL,Yes,Yes,No,No,2,2,0,12.7,1674.96,3.0,North,0
CUST_009662,36,25,35.6,890.0,One Year,Mailed Check,Fiber Optic,Yes,Yes,No,No,2,2,0,50.5,427.2,4.0,South,0
CUST_009663,26,34,58.28,1981.52,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,No,0,2,1,12.0,349.68,1.0,West,0
CUST_009664,35,3,53.03,159.09,Month-to-Month,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,1,1,0.0,318.18,2.0,West,1
CUST_009665,44,25,54.63,,Month-to-Month,Electronic Check,DSL,Yes,No,Yes,No,2,2,1,64.2,327.78,1.0,East,0
CUST_009666,56,12,82.53,990.36,Two Year,Credit Card,DSL,No,Yes,Yes,No,2,0,0,30.1,1980.72,4.0,South,0
CUST_009667,33,46,85.42,3929.32,Month-to-Month,Mailed Check,DSL,No,No,No,No,0,1,0,68.5,512.52,3.0,West,1
CUST_009668,59,57,76.84,4379.88,Month-to-Month,Bank Transfer,DSL,Yes,No,No,Yes,2,4,0,21.6,461.04,2.0,West,1
CUST_009669,20,8,29.89,239.12,One Year,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,2,2,0.0,358.68,4.0,East,0
CUST_009670,52,16,51.41,822.56,Month-to-Month,Credit Card,Fiber Optic,No,Yes,Yes,No,2,2,0,23.2,308.46,2.0,North,1
CUST_009671,24,3,71.81,215.43,Month-to-Month,Mailed Check,DSL,Yes,Yes,No,Yes,3,0,0,17.5,430.86,1.0,North,0
CUST_009672,64,65,79.32,5155.8,One Year,Credit Card,Fiber Optic,No,No,No,No,0,2,0,56.4,951.84,2.0,West,0
CUST_009673,60,30,74.55,2236.5,One Year,Bank Transfer,DSL,No,No,Yes,No,1,3,0,21.3,894.6,3.0,East,1
CUST_009674,19,26,57.94,1506.44,Month-to-Month,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,2,0,0.0,347.64,1.0,South,0
CUST_009675,39,72,59.56,4288.32,One Year,Bank Transfer,Fiber Optic,Yes,No,No,No,1,3,0,33.9,714.72,4.0,East,0
CUST_009676,35,27,29.88,806.76,One Year,Mailed Check,Fiber Optic,Yes,No,Yes,No,2,3,1,2.8,358.56,1.0,North,0
CUST_009677,39,23,34.49,793.27,One Year,Bank Transfer,DSL,Yes,Yes,No,Yes,3,2,0,34.0,413.88,5.0,West,0
CUST_009678,73,34,55.29,1879.86,One Year,Credit Card,DSL,No,No,Yes,No,1,2,0,16.8,663.48,4.0,East,0
CUST_009679,64,22,39.68,872.96,One Year,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,4,0,0.0,476.16,1.0,North,1
CUST_009680,45,17,51.13,869.21 ,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No,Yes,2,2,1,78.2,306.78,5.0,North,0
CUST_009681,53,47,76.43,3592.21,Two Year,Electronic Check,Fiber Optic,No,Yes,Yes,No,2,1,1,13.8,1834.32,5.0,North,0
CUST_009682,50,31,41.18,1276.58,Month-to-Month,Credit Card,DSL,Yes,No,Yes,No,2,4,0,21.4,247.08,5.0,West,0
CUST_009683,19,22,37.78,831.16,Month-to-Month,Credit Card,Fiber Optic,No,No,Yes,No,1,1,0,4.0,226.68,2.0,West,1
CUST_009684,41,39,35.19,1372.41,One Year,Electronic Check,Fiber Optic,No,No,Yes,No,1,1,0,95.5,422.28,3.0,West,0
CUST_009685,37,59,90.98,5367.82,One Year,Bank Transfer,Fiber Optic,Yes,No,No,No,1,1,2,30.0,1091.76,1.0,North,0
CUST_009686,28,52,30.64,1593.28,One Year,Credit Card,DSL,Yes,Yes,No,No,2,5,0,47.5,367.68,1.0,South,0
CUST_009687,18,18,47.52,855.36,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,Yes,Yes,3,1,0,4.1,285.12,4.0,West,0
CUST_009688,36,5,78.26,391.3,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,No,1,2,0,19.4,469.56,4.0,North,0
CUST_009689,37,47,64.4,3026.8,Two Year,Electronic Check,DSL,No,No,No,Yes,1,2,0,68.6,1545.6,4.0,East,1
CUST_009690,25,17,52.03,884.51,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,No,1,5,0,39.7,312.18,,East,1
CUST_009691,25,12,127.31,1527.72,Month-to-Month,Electronic Check,DSL,No,Yes,Yes,Yes,3,4,0,25.9,763.86,3.0,West,1
CUST_009692,49,31,25.69,796.39,One Year,Bank Transfer,DSL,Yes,No,No,No,1,2,1,75.6,308.28,2.0,South,0
CUST_009693,37,4,63.4,253.6,One Year,Mailed Check,No,No internet service,No internet service,No internet service,No internet service,0,3,0,0.0,760.8,2.0,North,0
CUST_009694,20,19,86.33,,Month-to-Month,Electronic Check,DSL,No,No,Yes,Yes,2,0,0,58.1,517.98,2.0,South,0
CUST_009695,53,42,82.68,3472.56,Month-to-Month,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,496.08,,North,0
CUST_009696,18,24,71.23,1709.52,One Year,Bank Transfer,Fiber Optic,No,No,Yes,Yes,2,0,0,12.0,854.76,1.0,East,0
CUST_009697,30,72,54.49,3923.28,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,No,1,3,0,76.5,326.94,1.0,South,0
CUST_009698,21,20,98.47,1969.4,Two Year,Electronic Check,DSL,No,Yes,Yes,Yes,3,3,0,8.8,2363.28,2.0,South,0
CUST_009699,30,13,62.87,817.31,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,Yes,No,2,1,0,29.2,377.22,2.0,East,0
CUST_009700,46,26,55.16,1434.16,Two Year,Mailed Check,DSL,No,No,No,No,0,2,0,26.6,1323.84,,West,0
CUST_009701,30,46,29.72,1367.12,Two Year,Electronic Check,No,No internet service,No internet service,No internet service,No internet service,0,3,1,0.0,713.28,1.0,South,0
CUST_009702,63,11,54.0,594.0 ,Month-to-Month,Credit Card,Fiber Optic,Yes,No,Yes,No,2,2,3,36.5,324.0,3.0,West,0
CUST_009703,47,10,59.71,597.1,Month-to-Month,Bank Transfer,DSL,No,Yes,No,No,1,0,1,21.6,358.26,,North,0
CUST_009704,36,28,63.67,1782.76,One Year,Credit Card,Fiber Optic,No,No,Yes,Yes,2,1,1,31.6,764.04,1.0,West,0
CUST_009705,46,9,20.0,180.0,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Yes,2,0,1,38.6,120.0,1.0,North,1
CUST_009706,37,21,63.82,1340.22,One Year,Mailed Check,Fiber Optic,No,Yes,No,Yes,2,2,0,72.2,765.84,5.0,South,0
CUST_009707,30,12,32.11,385.32,One Year,Mailed Check,DSL,No,No,No,No,0,0,0,49.1,385.32,4.0,West,0
CUST_009708,47,20,43.36,867.2,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,Yes,2,0,0,112.8,260.16,2.0,North,1
CUST_009709,74,3,64.6,193.8,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,Yes,No,3,6,0,19.4,387.6,1.0,North,0
CUST_009710,55,27,78.93,2131.11,One Year,Credit Card,DSL,No,No,Yes,No,1,2,1,34.7,947.16,2.0,North,0
CUST_009711,19,21,23.35,490.35,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,Yes,Yes,3,2,0,66.5,140.1,3.0,East,1
CUST_009712,18,13,31.02,403.26,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,No,1,1,0,50.8,186.12,3.0,South,1
CUST_009713,46,40,110.32,4412.8,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,1,1,0.0,661.92,3.0,South,0
CUST_009714,39,63,50.14,3158.82,Month-to-Month,Credit Card,Fiber Optic,No,No,No,No,0,0,1,5.7,300.84,1.0,East,1
CUST_009715,28,1,101.22,101.22,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,Yes,1,0,1,76.7,607.32,5.0,North,1
CUST_009716,65,20,77.99,1559.8,Month-to-Month,Mailed Check,No,No internet service,No internet service,No internet service,No internet service,0,5,1,0.0,467.94,1.0,South,0
CUST_009717,41,13,65.76,854.88,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,Yes,No,2,1,2,63.5,394.56,5.0,North,1
CUST_009718,56,20,64.19,1283.8,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,Yes,2,3,0,43.1,385.14,3.0,North,0
CUST_009719,54,16,66.6,1065.6,One Year,Credit Card,DSL,No,No,No,No,0,3,1,30.2,799.2,5.0,East,0
CUST_009720,72,30,37.42,1122.6,One Year,Mailed Check,DSL,No,Yes,No,No,1,1,0,8.7,449.04,1.0,West,0
CUST_009721,64,20,58.37,1167.4,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,Yes,Yes,3,4,2,82.0,350.22,3.0,North,0
CUST_009722,21,21,44.63,,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,No,1,3,0,144.2,267.78,3.0,West,0
CUST_009723,22,13,52.14,677.82,Two Year,Bank Transfer,Fiber Optic,Yes,No,Yes,No,2,0,0,32.9,1251.36,1.0,East,0
CUST_009724,38,72,52.71,3795.12,One Year,Credit Card,Fiber Optic,No,Yes,No,Yes,2,1,1,28.6,632.52,4.0,East,0
CUST_009725,60,35,63.13,2209.55,Month-to-Month,Mailed Check,DSL,Yes,No,No,No,1,3,1,27.1,378.78,2.0,South,0
CUST_009726,59,72,69.96,5037.12,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,6,1,0.0,419.76,3.0,South,1
CUST_009727,40,23,66.4,1527.2,Month-to-Month,Mailed Check,DSL,No,No,Yes,No,1,3,0,26.0,398.4,2.0,South,0
CUST_009728,65,54,60.52,3268.08,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No,No,1,4,0,73.6,363.12,5.0,North,1
CUST_009729,29,3,41.6,124.8,Month-to-Month,Electronic Check,No,No internet service,No internet service,No internet service,No internet service,0,3,0,0.0,249.6,4.0,South,0
CUST_009730,64,13,75.04,975.52,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,Yes,No,2,3,0,18.2,450.24,3.0,South,0
CUST_009731,24,34,27.94,949.96,One Year,Electronic Check,Fiber Optic,No,No,Yes,No,1,2,1,41.4,335.28,5.0,North,0
CUST_009732,39,20,66.43,1328.6,Two Year,Bank Transfer,Fiber Optic,No,No,No,Yes,1,1,0,57.2,1594.32,5.0,West,0
CUST_009733,35,20,69.46,1389.2 ,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,3,0,0.0,416.76,5.0,East,1
CUST_009734,52,11,70.47,775.17,One Year,Electronic Check,Fiber Optic,Yes,Yes,No,No,2,2,0,54.1,845.64,3.0,East,0
CUST_009735,36,14,79.14,1107.96 ,Two Year,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,0,1,0.0,1899.36,4.0,South,0
CUST_009736,46,29,20.0,580.0,Two Year,Credit Card,Fiber Optic,No,No,No,Yes,1,3,1,15.9,480.0,5.0,South,0
CUST_009737,58,5,55.99,279.95,Two Year,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,1,1,0.0,1343.76,5.0,West,0
CUST_009738,57,25,58.14,1453.5,Month-to-Month,Mailed Check,DSL,Yes,Yes,Yes,No,3,3,0,95.0,348.84,5.0,North,0
CUST_009739,39,5,56.89,284.45,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,No,1,0,1,15.4,341.34,1.0,West,0
CUST_009740,59,18,43.94,790.92,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,0,0,0.0,263.64,5.0,East,1
CUST_009741,37,7,53.04,371.28,Month-to-Month,Bank Transfer,Fiber Optic,No,No,Yes,Yes,2,3,2,100.3,318.24,1.0,East,1
CUST_009742,60,46,20.0,920.0,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,3,1,0.0,120.0,5.0,South,0
CUST_009743,21,36,58.9,2120.4,One Year,Credit Card,Fiber Optic,No,Yes,No,Yes,2,1,0,25.6,706.8,2.0,West,0
CUST_009744,61,26,47.7,1240.2,Month-to-Month,Credit Card,Fiber Optic,No,No,Yes,Yes,2,1,2,29.2,286.2,3.0,South,0
CUST_009745,43,34,60.78,2066.52,One Year,Electronic Check,Fiber Optic,Yes,Yes,No,No,2,1,0,12.7,729.36,2.0,North,0
CUST_009746,37,39,54.24,2115.36,Month-to-Month,Mailed Check,Fiber Optic,No,No,Yes,No,1,1,0,2.2,325.44,2.0,South,1
CUST_009747,23,21,48.96,1028.16 ,Month-to-Month,Credit Card,DSL,No,No,No,No,0,2,0,50.0,293.76,4.0,West,1
CUST_009748,22,28,71.59,2004.52,Two Year,Credit Card,Fiber Optic,Yes,No,Yes,Yes,3,2,0,41.5,1718.16,4.0,North,0
CUST_009749,19,4,60.15,240.6,Two Year,Electronic Check,Fiber Optic,Yes,Yes,Yes,Yes,4,4,0,22.6,1443.6,2.0,East,0
CUST_009750,67,18,74.26,1336.68,Month-to-Month,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,445.56,3.0,North,1
CUST_009751,22,28,90.83,,Month-to-Month,Credit Card,Fiber Optic,No,No,No,No,0,1,0,97.1,544.98,4.0,East,0
CUST_009752,48,21,91.37,1918.77,Month-to-Month,Electronic Check,No,No internet service,No internet service,No internet service,No internet service,0,1,1,0.0,548.22,1.0,East,1
CUST_009753,48,13,58.6,761.8,One Year,Credit Card,Fiber Optic,No,No,Yes,Yes,2,0,1,64.3,703.2,5.0,South,0
CUST_009754,48,5,53.65,268.25,Month-to-Month,Bank Transfer,DSL,No,No,No,Yes,1,1,0,20.9,321.9,1.0,South,0
CUST_009755,56,40,66.73,2669.2,Two Year,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,3,0,0.0,1601.52,3.0,North,1
CUST_009756,69,27,43.41,1172.07,Month-to-Month,Bank Transfer,DSL,Yes,No,Yes,Yes,3,3,2,13.1,260.46,2.0,South,0
CUST_009757,65,9,89.29,803.61,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Yes,1,2,0,48.0,535.74,2.0,North,1
CUST_009758,68,30,54.71,1641.3,One Year,Electronic Check,Fiber Optic,No,No,Yes,Yes,2,2,1,76.8,656.52,4.0,West,0
CUST_009759,33,27,79.08,2135.16,One Year,Bank Transfer,Fiber Optic,No,Yes,No,Yes,2,2,0,27.9,948.96,3.0,North,0
CUST_009760,31,43,79.59,3422.37,Month-to-Month,Mailed Check,DSL,No,No,Yes,No,1,1,1,49.9,477.54,4.0,South,0
CUST_009761,52,13,47.77,621.01,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,286.62,3.0,South,0
CUST_009762,37,17,67.31,1144.27,Two Year,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,2,0,0.0,1615.44,2.0,South,1
CUST_009763,56,17,59.85,1017.45,One Year,Bank Transfer,Fiber Optic,No,Yes,No,Yes,2,2,1,69.4,718.2,2.0,East,1
CUST_009764,45,11,58.02,638.22,Month-to-Month,Mailed Check,DSL,No,No,Yes,No,1,3,1,4.4,348.12,1.0,East,1
CUST_009765,48,56,41.27,2311.12,One Year,Mailed Check,No,No internet service,No internet service,No internet service,No internet service,0,2,0,0.0,495.24,3.0,East,0
CUST_009766,43,4,91.75,367.0,One Year,Mailed Check,DSL,No,Yes,Yes,No,2,1,0,33.1,1101.0,3.0,East,1
CUST_009767,71,12,50.43,605.16,Two Year,Mailed Check,Fiber Optic,No,No,Yes,No,1,2,0,83.7,1210.32,1.0,South,0
CUST_009768,39,42,58.33,2449.86,Month-to-Month,Mailed Check,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,349.98,1.0,South,1
CUST_009769,59,27,57.1,1541.7,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,No,1,2,1,51.7,342.6,3.0,West,0
CUST_009770,61,16,64.41,1030.56,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,1,1,0.0,386.46,1.0,West,1
CUST_009771,40,13,20.0,260.0,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,No,2,2,0,104.6,120.0,2.0,North,0
CUST_009772,55,17,83.27,1415.59,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,No,0,0,1,17.3,499.62,2.0,West,0
CUST_009773,44,13,48.92,635.96,One Year,Mailed Check,Fiber Optic,No,No,Yes,No,1,0,1,27.4,587.04,4.0,West,0
CUST_009774,30,14,50.08,701.12,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,0,0,0.0,300.48,4.0,East,1
CUST_009775,40,18,46.04,828.72,One Year,Mailed Check,DSL,No,Yes,No,Yes,2,1,0,7.1,552.48,5.0,North,1
CUST_009776,55,29,68.5,1986.5,One Year,Electronic Check,DSL,No,Yes,No,No,1,1,0,53.2,822.0,2.0,East,0
CUST_009777,49,46,81.93,3768.78,Two Year,Credit Card,Fiber Optic,No,No,No,No,0,1,0,43.8,1966.32,3.0,East,0
CUST_009778,33,40,78.43,3137.2,Month-to-Month,Mailed Check,No,No internet service,No internet service,No internet service,No internet service,0,2,0,0.0,470.58,3.0,South,0
CUST_009779,59,18,35.4,637.2,Two Year,Electronic Check,Fiber Optic,No,No,Yes,No,1,0,2,22.4,849.6,4.0,North,0
CUST_009780,60,19,71.92,1366.48,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Yes,2,4,2,14.1,431.52,2.0,North,1
CUST_009781,21,20,72.05,1441.0,Month-to-Month,Electronic Check,No,No internet service,No internet service,No internet service,No internet service,0,5,0,0.0,432.3,5.0,North,0
CUST_009782,47,41,46.78,1917.98,Two Year,Bank Transfer,DSL,No,No,No,No,0,5,2,39.0,1122.72,4.0,West,0
CUST_009783,53,28,75.3,2108.4,Month-to-Month,Mailed Check,DSL,Yes,No,Yes,Yes,3,0,0,22.9,451.8,,East,0
CUST_009784,19,21,77.97,1637.37,One Year,Credit Card,DSL,Yes,Yes,No,No,2,2,1,98.5,935.64,4.0,South,0
CUST_009785,66,4,42.28,169.12,Month-to-Month,Mailed Check,DSL,No,Yes,Yes,Yes,3,2,0,46.6,253.68,5.0,North,0
CUST_009786,67,32,58.15,1860.8,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,No,0,3,0,77.4,348.9,4.0,West,1
CUST_009787,56,20,35.38,707.6,Month-to-Month,Bank Transfer,DSL,No,Yes,No,No,1,2,0,23.7,212.28,5.0,South,1
CUST_009788,49,48,59.34,2848.32,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Yes,1,0,1,86.6,356.04,1.0,East,1
CUST_009789,52,17,81.93,1392.81,Two Year,Credit Card,Fiber Optic,Yes,No,No,No,1,4,0,133.4,1966.32,,East,0
CUST_009790,72,23,47.88,1101.24,One Year,Bank Transfer,Fiber Optic,Yes,Yes,No,No,2,1,3,22.7,574.56,1.0,South,0
CUST_009791,52,9,31.95,287.55,One Year,Electronic Check,Fiber Optic,No,No,No,Yes,1,2,0,55.5,383.4,1.0,East,0
CUST_009792,42,10,48.72,487.2,Two Year,Mailed Check,Fiber Optic,No,Yes,No,No,1,2,0,16.8,1169.28,1.0,West,1
CUST_009793,59,22,72.5,1595.0,Month-to-Month,Electronic Check,Fiber Optic,No,No,Yes,Yes,2,0,0,73.0,435.0,2.0,West,0
CUST_009794,71,25,104.27,2606.75,One Year,Mailed Check,Fiber Optic,No,No,No,No,0,1,1,188.5,1251.24,,South,1
CUST_009795,63,21,72.95,1531.95,Two Year,Mailed Check,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,1750.8,,South,0
CUST_009796,18,43,21.32,916.76,Month-to-Month,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,5,0,0.0,127.92,5.0,West,0
CUST_009797,19,1,87.7,87.7 ,Month-to-Month,Electronic Check,No,No internet service,No internet service,No internet service,No internet service,0,2,0,0.0,526.2,3.0,South,0
CUST_009798,45,6,74.68,448.08,Two Year,Credit Card,Fiber Optic,Yes,No,No,No,1,0,0,69.1,1792.32,4.0,West,0
CUST_009799,63,14,60.01,840.14,Two Year,Electronic Check,DSL,No,No,No,No,0,0,0,25.9,1440.24,2.0,South,1
CUST_009800,56,2,48.62,97.24 ,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Yes,1,2,1,84.4,291.72,4.0,South,0
CUST_009801,74,26,78.19,2032.94,Two Year,Credit Card,DSL,Yes,Yes,Yes,No,3,2,0,26.5,1876.56,2.0,East,0
CUST_009802,38,72,53.42,3846.24,Month-to-Month,Bank Transfer,DSL,Yes,No,No,No,1,3,0,81.7,320.52,4.0,North,1
CUST_009803,43,51,71.75,3659.25,One Year,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,861.0,2.0,South,0
CUST_009804,19,21,93.97,1973.37,Month-to-Month,Bank Transfer,Fiber Optic,No,No,Yes,Yes,2,2,0,141.8,563.82,,North,0
CUST_009805,54,10,99.15,991.5,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,No,1,1,1,217.0,594.9,2.0,West,1
CUST_009806,54,50,47.92,,Two Year,Mailed Check,No,No internet service,No internet service,No internet service,No internet service,0,2,0,0.0,1150.08,3.0,South,0
CUST_009807,22,72,50.68,3648.96,One Year,Credit Card,Fiber Optic,No,Yes,Yes,No,2,3,1,34.6,608.16,2.0,South,0
CUST_009808,19,53,74.88,3968.64,Month-to-Month,Electronic Check,DSL,Yes,No,No,No,1,2,0,49.1,449.28,1.0,West,0
CUST_009809,47,23,51.84,1192.32 ,Two Year,Mailed Check,Fiber Optic,Yes,Yes,Yes,No,3,1,1,84.7,1244.16,5.0,West,0
CUST_009810,44,59,86.98,5131.82,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,Yes,2,2,0,40.3,521.88,1.0,North,1
CUST_009811,72,72,94.67,6816.24,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,3,2,0.0,568.02,3.0,North,0
CUST_009812,69,22,90.8,1997.6,Two Year,Mailed Check,Fiber Optic,No,Yes,No,Yes,2,4,0,79.5,2179.2,3.0,North,0
CUST_009813,51,7,27.87,195.09,One Year,Credit Card,Fiber Optic,No,No,Yes,No,1,2,1,18.8,334.44,2.0,East,0
CUST_009814,47,7,69.04,483.28,Month-to-Month,Credit Card,DSL,No,No,Yes,No,1,1,0,66.9,414.24,2.0,South,1
CUST_009815,35,33,49.32,1627.56,Month-to-Month,Bank Transfer,DSL,Yes,Yes,No,No,2,1,0,25.2,295.92,5.0,South,1
CUST_009816,66,18,62.58,1126.44,One Year,Electronic Check,Fiber Optic,No,No,Yes,No,1,1,0,13.7,750.96,4.0,West,0
